PC1_bicor	PC1_pvalue	PC2_bicor	PC2_pvalue
CL(C70:4)	-0.0691040589229574	0.443818488561487	0.0771874866661735	0.392224627573784
CL(C70:5)	0.20189712200778	0.0245334116090367	-0.0999016250176143	0.269612613803534
CL(C70:7)	-0.0705468552186501	0.430612104996103	-0.129584650834699	0.146491678483129
CL(C72:5)	0.00636607929668021	0.943371137943613	0.016567386904054	0.853329724891858
CL(C72:6)	0.134004179605886	0.133096598283341	0.011983417809703	0.893627309764283
CL(C72:7)a	0.0369183177034133	0.681500087879072	-0.098276130078768	0.273601949876644
CL(C72:7)b	0.129986936282527	0.216833729746904	0.0316799829966862	0.764341652144514
CL(C72:8)a	-0.144426204848059	0.105229387484211	-0.0937743981767619	0.294340271685344
CL(C72:8)b	0.364320926097674	2.74319563217372e-05	-0.0798670694057078	0.374007340804046
CL(C72:9)	0.37260904658727	1.60347449609967e-05	-0.138874233525974	0.119443346620447
CL(C74:10)a	0.149840238288728	0.19637955067077	-0.165204310406866	0.153819581273544
CL(C74:10)b	0.285986640686704	0.00111650665250267	-0.171296351007325	0.0541565050136272
CL(C74:6)	0.0222328131898736	0.849833196127929	0.14997666692336	0.199037452806441
CL(C74:7)	0.17001365538184	0.0560111275316655	0.0433802493762853	0.628197807605957
CL(C74:8)a	0.1536353492277	0.0846144421761246	-0.0776714128844404	0.385410736635851
CL(C74:8)b	0.236463429459058	0.00962240534440328	0.051662362313086	0.57684847467254
CL(C74:9)a	-0.0707554427466441	0.429247018587215	-0.114201663593703	0.201090971189911
CL(C74:9)b	0.327364254181121	0.000172105399920445	-0.0395412119724762	0.658942528804903
CL(C76:10)a	0.0371956924027983	0.685443826004808	-0.141860674833874	0.120631019379549
CL(C76:10)b	0.469035645610966	3.4462615106421e-08	0.000602438589299279	0.994679903391368
CL(C76:9)	0.10842339720141	0.357818884336211	-0.195620766604807	0.0948551617215408
Col(C22:6)	-0.00689280537431848	0.945183229899858	0.0364463530088006	0.71610112999034
DAG(C30:0)b	-0.0175478726638887	0.86453895970516	-0.126446942759557	0.217138000195436
DAG(C30:0)c	-0.16749780380365	0.102851392639221	-0.054702463732852	0.596563972716981
DAG(C32:0)b	0.0657586712978701	0.646618099656652	-0.177525968356741	0.212659308937624
DAG(C32:0)c	0.0676611160211735	0.44975134126885	-0.218850686062341	0.0134366995356093
DAG(C32:1)a	-0.0308820681579205	0.760357927151957	-0.0756293392275428	0.45454647639505
DAG(C32:1)b	0.0713179166312175	0.526935241226175	-0.202125008991915	0.0703613053997108
DAG(C32:1)c	0.0817141160175619	0.520935789362224	-0.209608537861039	0.0964443000703247
DAG(C33:1)	-0.081523661621372	0.370037711143911	-0.11591516682704	0.201692733658565
DAG(C34:1)a	-0.222706770515206	0.0244589460750877	-0.0744683528430445	0.456962395107251
DAG(C34:1)b	-0.00553974361965418	0.970519969659084	-0.00956231152889052	0.949135810348474
DAG(C34:2)a	-0.188746042620355	0.0836350384756628	-0.118500043335811	0.280074761342211
DAG(C34:2)b	-0.0713327193140895	0.752418453514298	0.155732449958536	0.4889041448325
DAG(C34:3)a	-0.242700881131654	0.00927357127996159	-0.121818705717071	0.196652314202583
DAG(C34:3)b	-0.067811828408853	0.563216865906691	0.0290176672050219	0.804806405080315
DAG(C35:1)a	0.0242033792307391	0.902700414470061	-0.163849808780553	0.40476860666428
DAG(C35:1)b	-0.196057320541137	0.0596380480770442	-0.0853514202245217	0.415958407768684
DAG(C35:2)a	0.152076754743549	0.175317140323801	-0.176565089775489	0.114840944173994
DAG(C35:2)b	0.279341843783048	0.0120951769677543	-0.467617937710711	1.22346659068464e-05
DAG(C35:2)c	-0.137138507294773	0.35264030392825	0.0862501977585894	0.559963748337102
DAG(C36:0)a	-0.216048359586883	0.0814575520943832	-0.260997674884161	0.0342870073405079
DAG(C36:0)b	-0.248231598024278	0.0444643821095903	0.159708692655239	0.200218569840324
DAG(C36:0)c	-0.240599572963232	0.0826668108289319	-0.311690122298174	0.0230893423293022
DAG(C36:0)d	-0.516244567918476	1.90802255348313e-07	0.109302319036642	0.30512046764774
DAG(C36:1)a	-0.0879499413055536	0.372306556724296	-0.158011507061135	0.107422909948034
DAG(C36:1)b	-0.21050406764228	0.0337001047719054	0.19756725675539	0.0465463717362092
DAG(C36:2)a	-0.561242744185972	1.15417641352801e-06	-0.243987448481432	0.0501558219638306
DAG(C36:2)b	0.317555592537752	0.00181610153816113	-0.353443142881532	0.000475112099688848
DAG(C36:3)a	-0.136825142939686	0.129689976618223	-0.0548993433301549	0.544781206793972
DAG(C36:3)b	0.353170728160885	0.000177460278657043	-0.354572273718486	0.000166524661770445
DAG(C36:4)a	-0.0505079345669905	0.57280327948958	-0.16818019261671	0.0587525294627861
DAG(C36:4)b	0.0953849787661525	0.286089150195097	-0.15013771801589	0.0920269874827129
DAG(C36:5)	-0.134131115967314	0.226688969534115	0.139170049980246	0.209555929119161
DAG(C38:1)a	-0.619998957303806	0.00160116060113901	0.293980312670813	0.173334139146136
DAG(C38:1)b	-0.294208506391866	0.00141529856893635	0.190670309376016	0.0412369115423551
DAG(C38:2)b	-0.332270175733051	0.00177461480489831	-0.0113026648471874	0.917735909836898
DAG(C38:3)a	-0.10600337923593	0.235570501433419	0.0615244965737247	0.491993343280231
DAG(C38:3)b	-0.0363930386705663	0.695611801360917	0.108627281652725	0.241638365498393
DAG(C38:4)a	-0.106222815952757	0.23839216282066	0.0852471330354384	0.344536924192308
DAG(C38:4)b	0.10352300778742	0.25060363739861	-0.079727349201154	0.376787013802622
DAG(C38:5)a	0.115285071144391	0.628391278912504	0.0425834862405237	0.858521126175249
DAG(C38:5)b	0.0881929204199737	0.344376057152239	-0.0157655418124299	0.866024783978284
DAG(C38:5)c	0.152138589455489	0.0877259147719356	-0.132937532562543	0.13624038093149
DAG(C38:6)a	-0.407534558553407	0.00245505682330791	0.0267923710967348	0.848968686065569
DAG(C38:6)b	-0.0181454339751737	0.857790285283144	-0.153470340146612	0.127395152534082
DAG(C40:3)	-0.365267097949052	0.0471639813243782	-0.0566267243004969	0.766301013462393
DAG(C40:4)a	0.123011089981182	0.310338144570532	0.179684688060846	0.136638919906737
DAG(C40:4)b	0.227181743387377	0.0175178892657716	-0.211306803013899	0.0274090428478583
DAG(C40:5)a	0.156764424751248	0.11933236622877	-0.0667386296452578	0.50942601868099
DAG(C40:5)b	-0.0189589745716323	0.837158216810475	0.0599318982881317	0.515540986572788
DAG(C40:5)c	0.115758260332498	0.196780919927322	-0.0587278418170287	0.513619223828372
DAG(C40:6)a	-0.224267495991296	0.017446431726053	0.0950487074023853	0.318824989637803
DAG(C40:6)b	-0.221584990397	0.0205796479668114	0.272765798680186	0.00411055447837731
DAG(C40:6)c	0.011083636381943	0.901572578618108	-0.30677322131252	0.000451568534212694
fat mass	0.134609976400166	0.010138393516247	-0.156752804072901	0.00270932589346025
FFA(C14:0)	-0.0956933740974524	0.671845604373376	0.290920896621822	0.189009392791587
FFA(C16:0)	0.166265531689906	0.0719512890111297	0.0219406530145157	0.813566341083801
FFA(C16:1)	0.0435673764580292	0.63658012037336	0.126673397471646	0.167995359635995
FFA(C18:0)	0.0778856421064272	0.395803422128569	0.0575086924903855	0.53095548541963
FFA(C18:1)	0.207445728977358	0.0213183745917653	0.0689899878181563	0.448314712885293
FFA(C18:2)	0.0825197113109275	0.391417104813287	0.0759461022439128	0.430363319162413
FFA(C18:3)	0.129864503517989	0.209723739950684	0.325834744901497	0.00127203693395573
FFA(C20:1)	-0.10145968737443	0.276381950231504	0.0300213114865725	0.747970884607452
FFA(C20:2)	-0.0286815057132646	0.768254219684995	0.148987871414649	0.123825465334683
FFA(C20:3)a	0.106777499099056	0.271375682853613	-0.0573926140788453	0.555198783180297
FFA(C20:3)b	0.0337619180772903	0.721385559521762	0.0696659895461944	0.461409872743548
FFA(C20:4)	0.149214977566857	0.106814739684174	0.0253356325062409	0.785368747334021
FFA(C20:5)	-0.102803813902572	0.263851005713149	0.0602130287263848	0.513569451683577
FFA(C22:4)	0.0450203586175972	0.645187526625948	-0.0164697543667533	0.866288389785415
FFA(C22:5)	0.214676737102733	0.027866762224691	-0.403640812998063	1.95728695867628e-05
FFA(C22:6)	-0.0664801988822171	0.472539203380234	0.182119930356371	0.0474417982703504
FFA(C24:4)	0.0623925324641063	0.589843440186014	-0.0934810002656775	0.418717441935376
FFA(C24:5)	0.0577830868922983	0.684088073236778	0.0191843731505508	0.892619848840518
FFA(C24:6)	-0.0152669783350346	0.939753274661183	0.278568960161101	0.15941984148085
fibrosed area	-0.26876273989346	1.85594694458656e-05	0.11365115656561	0.074604422113528
free fatty acids	0.305189964405849	1.77509620148705e-08	-0.13987964494275	0.0113336902056153
free fatty acids (pre-bleed)	-0.120909878181294	0.0278412470668918	0.0150147871678295	0.785505111758957
free fluid	-0.149585130240629	0.00428695310554356	0.0423764166250673	0.420844969799659
G-CSF	-0.0625455907343145	0.245909787736154	0.194357257341437	0.000275926321303651
Glucose	0.159178883889198	0.00231956093859128	-0.131153153522627	0.0122637378572108
Glucose (pre-bleed)	0.0438729123240822	0.420020512209551	-0.208864181044301	0.00010447402173118
GM-CSF	0.0523891778757845	0.33123167266567	0.0206807346389984	0.701472998068208
Gonadal Fat	0.135373176609576	0.00894260231907931	-0.161685935836464	0.00175641006875897
GRAN	-0.00339910458958398	0.948612802542573	-0.0350267787409453	0.506479812423903
GRAN %	0.0596868159809071	0.257339568285843	-0.0821854296153116	0.118543103301582
HCT	0.0469248624073261	0.373353637119565	0.233982309766415	6.82655739794924e-06
HDL	-0.208174682129524	6.2812343431534e-05	0.114220541354844	0.0293443727640875
HDL (pre-bleed)	-0.178236196106707	0.000963823860067313	0.117111819745141	0.030856619347961
HGB	0.0744562067127838	0.15745311924596	0.202735582277418	0.000102591685911738
HOMA-IR	0.149016643890246	0.00396974286550936	-0.0958990169690781	0.064650248924932
HOMA-IR (pre-bleed)	-0.0259362392160284	0.762681594313018	0.0151307827659473	0.86018414641046
IFNr	0.000320343360735534	0.995262853134269	0.0242099125292333	0.653600062949402
IL-10	-0.0196647846464136	0.715486387228852	-0.00637974318928988	0.905876030614961
IL-12 (p40)	0.0177998264383476	0.741457461997881	0.0773875974416313	0.15087765666117
IL-12 (p70)	0.00819530631966992	0.879446306022091	0.00676107512980301	0.90042295968536
IL-13	-0.0464423355627271	0.389119076220876	-0.120921002650679	0.0244882613980803
IL-15	0.0020207177951555	0.970124976449021	-0.0460342659715167	0.393304041893417
IL-1a	-0.102367443904495	0.0571379655777974	0.0651406521847206	0.226822169192926
IL-1b	0.010570122867439	0.844680904587889	-0.0253233159962631	0.638775444490447
IL-2	-0.0248136044517695	0.645544723556569	0.101865867871971	0.0583732409481219
IL-4	0.0316068971358757	0.557915062312493	-0.005690676235746	0.916002478835252
IL-6	0.0209152548093273	0.698252277203611	0.0116750030692337	0.828684451397359
IL-7	-0.0802906632526846	0.13609403086413	-0.0143122575048446	0.790798719834061
Insulin	0.101502498948054	0.053004609450044	-0.0068064020808571	0.897031077234355
Insulin (pre-bleed)	-0.0364463576317862	0.679396359454889	0.0461360209699064	0.600787242810806
IP-10	0.164096522371165	0.00219783256144712	-0.0222842019180553	0.679561619765607
KC	-0.105625767245434	0.0496301691120622	0.0549555064225825	0.308059240785202
Kidney (left)	0.257112044404012	6.61455427298021e-07	0.137560333029816	0.00858982921199362
lean mass	0.260899863106314	4.45924621231402e-07	0.0367613812989172	0.484435497700512
lesion area	-0.0203753225160125	0.70526721011729	-0.0805284173906228	0.134367816153707
Liver / body weight	-0.0101988446686325	0.844777814391871	0.00539986852792481	0.917440289658541
Liver collagen	-0.108164175792893	0.272068534893067	-0.119034606486253	0.226491438633555
Liver Total	0.162965638007176	0.00181237842877459	-0.0729469716958501	0.164892519666461
LiverHist	-0.000903630879749344	0.98705275776097	0.182830922640546	0.000928684294619258
LiverLipids	-0.299637323261631	2.58422536849041e-08	0.103398909989911	0.0598415480567183
LiverMetab	0.220511799905589	1.7730443520949e-05	-0.127643697702041	0.0137510099955235
LiverNMR	0.113483658522652	0.0286330742533982	-0.0509810463653624	0.326782419614647
LiverResidual	0.0596734660339254	0.250931374526756	0.113277045792272	0.0289261581952955
LiverRNA	-0.0628925931524185	0.231317320126845	0.030189896306852	0.565875578600038
LiverSpare	0.00857512425777319	0.872814296454019	-0.00974814770103099	0.855595009687626
LPC(C14:0)	-0.232122612528965	0.217088034703796	-0.00505164015334265	0.978863812454503
LPC(C16:0)a	-0.00433218623665799	0.968611676726115	-0.0989925721836518	0.367391746081873
LPC(C16:0)b	-0.00976280693102269	0.913253240956079	-0.0462563596298135	0.605571481587658
LPC(C16:1)a	-0.101874653539339	0.476868502176248	0.167512612146053	0.240016128554456
LPC(C17:0)a	-0.799529348966428	0.200470651033572	-0.236212869300756	0.763787130699244
LPC(C17:0)b	-0.384358200617291	0.000431649442453495	-0.0194297047283712	0.864172207811436
LPC(C18:0)a	0.137285884242137	0.308509483094609	-0.313810381163891	0.0174485786352424
LPC(C18:0)b	0.0144655015137612	0.875393630582177	-0.0960828874011862	0.29651499557078
LPC(C18:1)a	-0.0948121145035832	0.289006102493788	0.113892035215516	0.202323200095118
LPC(C18:1)b	-0.0634709259791131	0.480143838372392	-0.0324866952348935	0.718007277876472
LPC(C18:2)a	-0.095621655491308	0.284889779064355	0.10547908030837	0.237908172725834
LPC(C18:2)b	-0.0473619191512285	0.655735542274962	-0.119673727210468	0.258518678206901
LPC(C18:3)a	-0.159998165862347	0.218051136752104	0.164455302017225	0.205331146317308
LPC(C18:3)b	0.252389237037461	0.0497230705866125	-0.107114424429351	0.411275625528506
LPC(C18:3)c	0.10225587375694	0.252634908681294	-0.0114698466071012	0.898161016747547
LPC(C20:1)a	-0.244474383787127	0.0152639413951435	0.167202231957938	0.0998489105282993
LPC(C20:2)a	-0.0636350054778931	0.606174350455219	-0.0269954280241162	0.827021919153199
LPC(C20:2)b	-0.148698695846283	0.14820236106227	-0.113292838043012	0.271750398789606
LPC(C20:3)a	-0.148389923077921	0.0986285277471871	0.115707652137469	0.198800980910788
LPC(C20:3)b	0.0527991963240408	0.557087772175544	0.00237531543411809	0.978940561426866
LPC(C20:4)a	NA	NA	NA	NA
LPC(C20:4)b	0.0641265133608211	0.473829904739267	0.0887943409307943	0.320841538616468
LPC(C20:4)c	0.0973194203197164	0.307347699547546	0.0576613506069343	0.545918570240509
LPC(C20:4)d	0.0520860984604553	0.564019365964846	-0.0060387360829569	0.946711110183027
LPC(C20:5)a	-0.1184655131112	0.363185698467151	0.0228554685481363	0.861207886656987
LPC(C20:5)b	0.0212321554355366	0.838174656275019	0.133466073240765	0.197251255510498
LPC(C20:5)c	-0.176102554969048	0.236385544823296	-0.301151412258797	0.0396843420452441
LPC(C22:4)	-0.0426484976819381	0.829390456643374	-0.206730529286335	0.291198227911728
LPC(C22:5)a	-0.454760101233543	0.545239898766457	-0.0128033442977322	0.987196655702268
LPC(C22:6)a	0.39713151375481	0.114469362916758	-0.048507172386814	0.853327855227546
LPE(C16:0)	0.017160275533427	0.849352831976089	0.0914496821235642	0.310442482705946
LPE(C18:0)a	0.0990359120447875	0.451542961607719	-0.311178802225253	0.0155165023443545
LPE(C18:0)b	0.0713859870181886	0.452432757063821	0.0513857175364656	0.588837408696982
LPE(C18:1)a	-0.223059811674242	0.227749344607364	0.294064224532415	0.108333315908897
LPE(C18:1)b	0.0330887047269003	0.72206037336585	0.0854628182041096	0.357485949178309
LPE(C18:3)	0.233282480380737	0.0236472310628998	0.157872712033804	0.128586315098732
LPE(C20:0)a	-0.231637817059428	0.0231574865640342	-0.041831192695504	0.685721162911778
LPE(C20:3)a	-0.000101921017108986	0.999792368210721	0.319270732918082	0.402333000590307
LPE(C20:3)b	0.465929612423441	5.60992583130073e-08	0.0361828930811391	0.691131112547917
LPE(C20:4)a	0.125189803121022	0.17125488346442	0.186540350403477	0.0404950355575593
LPE(C20:4)b	0.424774134216341	2.22873957547119e-06	0.091720842685053	0.329605781781397
LPE(C22:6)a	-0.024733492954884	0.79850124065345	0.114448094658409	0.236019071995423
LPE(C22:6)b	0.446834467961091	0.000169226515416201	0.0200209213176747	0.87322849833472
LYM	-0.0174945053761091	0.740093250163518	0.00323320794358483	0.951117597948814
LYM %	-0.0427346714698731	0.417571927247037	0.0876493163190156	0.0958967438151942
M-CSF	0.0404092474693047	0.453711667130195	0.00322204706481094	0.952381182316998
MCH	0.107506043126344	0.0409243240785139	0.125110868114489	0.0172409639055433
MCHC	0.0100417746906981	0.848994276394011	-0.117247683206096	0.0256961419210599
MCP-1	-0.214228336867071	5.88957047183266e-05	0.152041132461182	0.00459132019905423
MCV	0.0816752799546029	0.120854651020862	0.163235837682406	0.00183348636620084
MIG	0.257524933013632	1.20364777687796e-06	-0.101663184346049	0.0588786344716243
MIP-1a	-0.167263959338191	0.00179594362701815	0.016905495570198	0.754018686313807
MIP-1b	-0.132697794351834	0.0134990998665494	0.0260961653119755	0.628568603768891
MIP-2	0.0409324470792664	0.447882229932316	0.00810124255481233	0.880647083668246
MONO	0.0146489071495426	0.781192431859244	-0.0611210528550437	0.246060954045995
MONO %	0.08160856075269	0.121159543112239	-0.156557749437506	0.00281866728851903
MPV	-0.0157132584774708	0.765741671788821	-0.0104033709649831	0.843625335127585
PC(C32:0)b	-0.18432326754908	0.0412614551071854	0.0641471958650743	0.48087913559847
PC(C32:1)a	0.260453556838462	0.00335152565847305	-0.0268666390058787	0.766150335167354
PC(C34:0)	-0.0800664267568872	0.392896853848	-0.177849002782432	0.0561326366739183
PC(C34:1)	0.316118087923079	0.000328969846826522	-0.222725488234501	0.0125399872697191
PC(C34:2)a	0.0362045234455187	0.692174981963368	-0.194108677290733	0.0321653844435377
PC(C34:2)b	0.471570936530821	0.030920417974737	-0.350671568438647	0.119103292210581
PC(C34:3)a	-0.044617107881784	0.625562644493861	0.121718441536182	0.181694598770082
PC(C34:3)b	0.0724679697345496	0.42379840098894	0.134833030785188	0.135422058031303
PC(C34:4)a	0.442568152132567	0.000636884451732486	0.0872923078407327	0.522351129116028
PC(C34:4)b	0.27848247232391	0.00294742842691938	-0.0183363994368552	0.847825747445699
PC(C34:4)c	0.167811270308588	0.366865477915332	0.321880093486739	0.0774224176102528
PC(C36:1)a	-0.0904965882458235	0.373023744017583	-0.197388599782208	0.0501875561124132
PC(C36:1)b	0.291082775945832	0.241239693741768	-0.556225523165075	0.0165226467005787
PC(C36:2)	0.150881110628189	0.0904098574615063	-0.188789763812597	0.0335306946850833
PC(C36:3)a	-0.0211635010013991	0.815523693574613	-0.191803272618439	0.0328382600271707
PC(C36:3)b	-0.158559128562675	0.0905494115189251	0.0128577818349301	0.891517970166554
PC(C36:4)a	0.220455299504937	0.0189577441713357	-0.0196629101737748	0.836232002850797
PC(C36:4)b	0.172430927487839	0.26885911700356	-0.0530497484921108	0.735470363323185
PC(C36:4)c	0.317600896553749	0.000512721998606387	-0.204736261216761	0.0274818066631384
PC(C36:4)d	0.154640908746681	0.165382164926584	0.143317232268241	0.198962997016612
PC(C36:4)e	0.528739816836927	2.35795605370596e-05	-0.339206107736495	0.00984471078348777
PC(C38:2)b	0.0255445179533198	0.850394628088546	0.136965896227588	0.309649246710086
PC(C38:3)a	-0.0520769056277233	0.622005996122128	-0.139228911589158	0.185624360086241
PC(C38:3)b	0.423393873175037	8.67456677782524e-07	-0.308532756150918	0.000464121527658199
PC(C38:4)a	0.0537242612658906	0.563399226041267	-0.112112643674996	0.226776004977445
PC(C38:4)b	0.188603144425074	0.0344311712881525	-0.27777528816778	0.00163740609987234
PC(C38:4)c	-0.121137315522276	0.564068732241424	-0.0834574380962937	0.691650065472122
PC(C38:4)d	-0.128615373684297	0.647803180754629	-0.0458492005714141	0.871107499564454
PC(C38:4)e	0.624982753856679	2.65196905063973e-09	-0.0127809875060407	0.913933187991038
PC(C38:5)a	0.203647928234549	0.0216516365223385	-0.287377345600159	0.00105308992132809
PC(C38:5)b	-0.0340989733514128	0.810343000125192	-0.172458313458552	0.221492659541125
PC(C38:5)c	0.429613062698385	2.27928524685288e-06	-0.00196070031253115	0.983630683298235
PC(C38:6)a	0.159463929118667	0.0744935340176322	-0.138467976510513	0.122040027039858
PC(C38:6)b	-0.211784180587139	0.019191998419955	-0.200270297878513	0.0269843914047251
PC(C38:6)c	0.182254638651935	0.0522838635531717	0.0655301661033394	0.488494714718881
PC(C38:6)d	0.377096227879751	5.30246730535193e-05	-0.126040475056215	0.191571209679687
PC(C38:7)a	0.476785951402974	0.339013718777708	0.0600956932243205	0.909964977731516
PC(C38:7)b	0.0553001450576999	0.562508442781321	-0.212504373273575	0.0244830630491177
PC(C38:7)c	-0.00287336698306537	0.979304961316016	-0.0454601375748757	0.681352346148078
PC(C38:7)d	0.0859298703281659	0.390482232685751	0.0689054817307146	0.491356430739008
PC(C40:4)a	-0.130096674596835	0.229742739667846	-0.0697765301022542	0.520741950096386
PC(C40:4)b	0.56467979412951	1.31349665785871e-07	-0.264186190992532	0.0220012339252281
PC(C40:5)b	0.0739370068331513	0.418306720513788	-0.267585511215812	0.00288543448962244
PC(C40:5)c	-0.13811266345081	0.623521080804374	0.249150328874146	0.370529747157334
PC(C40:6)b	0.266679858556518	0.45638510958921	-0.213212298204165	0.554228437165039
PC(C40:6)c	-0.0548618833847762	0.543406187191337	-0.264551779781831	0.00286960492064461
PC(C40:6)d	0.131653890324405	0.21876317188733	-0.187226220973235	0.0789364207997111
PC(C40:6)e	0.462606213828692	1.83667674760721e-06	-0.309190230910162	0.00205908930178795
PC(C40:7)a	-0.402143481969039	0.429301974352112	0.0703647583655871	0.894627057419982
PC(C40:7)b	-0.0317754151513146	0.742909182682617	0.0359915895219239	0.710226781712656
PC(C40:7)c	0.234847853487946	0.00838210295527067	-0.0933806799032585	0.300293410275743
PC(C40:8)b	0.152112352488567	0.477977210198617	0.281910990139201	0.182004810175755
PC(C40:8)c	0.156353121201882	0.114758371877064	0.0921989353095901	0.354304545848582
PC(C40:8)d	0.304495083049704	0.000500316743590992	-0.0847541007637341	0.343438827602077
PC(C40:8)e	0.484182856571595	1.06014430949998e-08	-0.0646362858510049	0.473901833197843
PC(C40:9)a	0.673192693867886	0.00158259453881588	-0.207537654073332	0.39390322638023
PC(C40:9)b	0.534229465393808	2.33858606864664e-10	-0.110069490753567	0.227465802417949
PC(C40:9)c	-0.0928681112969681	0.651827699034744	0.117789631772252	0.566594649688864
PC(C40:9)d	0.385692718939645	1.75098656118124e-05	-0.069470546027154	0.456712686044083
PC(C42:8)a	0.332275279688799	0.000252137911556005	-0.111892679847556	0.229717989708209
PC(C42:8)c	0.411288575358964	3.37441790768146e-06	-0.113992256215002	0.217049713267379
PC(C42:9)b	0.221890105390059	0.103492778481918	0.15290461838592	0.265067366630311
PC(C42:9)d	0.213862678974048	0.0979296901862352	0.245961119549544	0.0560376697883069
PC(C42:9)e	0.0545142469426263	0.542708051341629	-0.371116353925445	1.74426216011019e-05
PE(C34:1)b	-0.212801447580665	0.0706750783036163	0.346436905183854	0.00267824944828203
PE(C34:2)a	-0.0212248861765354	0.847109250098313	-0.112071225673024	0.307174690390582
PE(C34:3)a	-0.196542208189781	0.0979831254711424	0.0674634578395579	0.573387293221997
PE(C36:1)a	-0.0998289311886346	0.524172779730671	-0.19575363433384	0.208380804513015
PE(C36:1)b	0.509148416833591	0.0755558790545263	0.312659739033057	0.298295957110677
PE(C36:1)d	-0.00303723808689216	0.977334304515377	0.183161164675667	0.0839916830186625
PE(C36:2)b	-0.13063096121632	0.245075418033852	-0.164700354539717	0.141746402645072
PE(C36:2)c	-0.307426056483164	0.0266242076994998	0.337651896319857	0.0143643435763745
PE(C36:2)d	-0.3335736668525	0.000237610109526372	0.00718800084975931	0.93869010751805
PE(C36:2)e	0.0216062888484431	0.850091288908511	-0.0586721473843111	0.607517600024569
